time,open,high,low,close,volume
2024-01-01 00:00:00+00:00,100.2,101.4,98.8,100.0,1000.0
2024-01-02 00:00:00+00:00,101.16164890744527,102.36164890744527,99.85358844627164,101.05358844627165,1020.8669330795061
2024-01-03 00:00:00+00:00,101.78025173254757,103.063481099857,100.58025173254757,101.863481099857,1040.941834230865
2024-01-04 00:00:00+00:00,102.20160561805076,103.59960411737086,101.00160561805076,102.39960411737086,1059.4642473395036
2024-01-05 00:00:00+00:00,102.73220830731115,104.06293703148388,101.53220830731115,102.86293703148388,1075.7356090899523
2024-01-06 00:00:00+00:00,103.54766790170893,104.74766790170894,102.29093546461628,103.49093546461629,1089.1470984807897
2024-01-07 00:00:00+00:00,104.52207225841872,105.72207225841872,103.13003820108864,104.33003820108864,1099.2039085967226
2024-01-08 00:00:00+00:00,105.33538199133751,106.53538199133752,103.98460154046884,105.18460154046885,1105.544972998846
2024-01-09 00:00:00+00:00,105.76028097227164,106.98938097903337,104.56028097227164,105.78938097903337,1107.9573603041506
2024-01-10 00:00:00+00:00,105.86490591000442,107.24713196238136,104.66490591000442,106.04713196238136,1106.3847630878195
2024-01-11 00:00:00+00:00,105.9451939830087,107.313008288824,104.7451939830087,106.11300828882399,1100.929742682568
2024-01-12 00:00:00+00:00,106.24914982642841,107.44914982642841,105.04826468683079,106.2482646868308,1091.849640381959
2024-01-13 00:00:00+00:00,106.74661389170844,107.94661389170844,105.37784309996194,106.57784309996194,1079.546318055115
2024-01-14 00:00:00+00:00,107.1562512618364,108.3562512618364,105.77476190554636,106.97476190554636,1064.5501371821465
2024-01-15 00:00:00+00:00,107.20496260089598,108.40496260089598,105.97761515725442,107.17761515725442,1047.4988150155905
2024-01-16 00:00:00+00:00,106.88120066755985,108.23313825013162,105.68120066755985,107.03313825013161,1029.1120008059866
2024-01-17 00:00:00+00:00,106.44924892042616,107.84078081649083,105.24924892042615,106.64078081649083,1010.162585657242
2024-01-18 00:00:00+00:00,106.21125992107613,107.46629258868646,105.01125992107613,106.26629258868645,991.4458897973169
2024-01-19 00:00:00+00:00,106.23573206710407,107.43573206710407,104.90366872545525,106.10366872545525,973.7479556705148
2024-01-20 00:00:00+00:00,106.301934063125,107.501934063125,104.90419313948766,106.10419313948766,957.8142109057281
2024-01-21 00:00:00+00:00,106.11122221884303,107.31122221884303,104.82960580648034,106.02960580648035,944.3197504692072
2024-01-22 00:00:00+00:00,105.5707957366203,106.88034158866516,104.3707957366203,105.68034158866516,933.8424227586412
2024-01-23 00:00:00+00:00,104.88881958273754,106.28881174801647,103.68881958273754,105.08881174801647,926.8397926110484
2024-01-24 00:00:00+00:00,104.39325970733881,105.6998263114055,103.19325970733881,104.4998263114055,923.6308996366536
2024-01-25 00:00:00+00:00,104.24078443638194,105.44078443638195,102.95594863491453,104.15594863491454,924.3835391164159
2024-01-26 00:00:00+00:00,104.28315422183515,105.48315422183515,102.88491365946246,104.08491365946246,929.1075725336862
2024-01-27 00:00:00+00:00,104.21372790453802,105.41372790453802,102.88434404007229,104.0843440400723,937.6545344279847
2024-01-28 00:00:00+00:00,103.85918018190146,105.11760794364824,102.65918018190146,103.91760794364824,949.7235512444013
2024-01-29 00:00:00+00:00,103.34802706848441,104.74054824174713,102.14802706848441,103.54054824174713,964.8733362127679
2024-01-30 00:00:00+00:00,103.00083097348539,104.3504424794232,101.80083097348539,103.15044247942319,982.5397820586243
2024-01-31 00:00:00+00:00,103.04285997531349,104.2428599753135,101.81200968533597,103.01200968533597,1002.0584501801075
2024-02-01 00:00:00+00:00,103.40323061620384,104.60323061620385,102.02028214464293,103.22028214464294,1022.6910597182504
2024-02-02 00:00:00+00:00,103.78507400521788,104.98507400521788,102.41822933311657,103.61822933311657,1043.6549204850494
2024-02-03 00:00:00+00:00,103.94211304857204,105.14476839801665,102.74211304857204,103.94476839801665,1064.1541363513377
2024-02-04 00:00:00+00:00,103.90729287193984,105.27700692689677,102.70729287193984,104.07700692689677,1083.4113351138608
2024-02-05 00:00:00+00:00,103.9632177675884,105.34395620860671,102.7632177675884,104.14395620860671,1100.6986598718788
2024-02-06 00:00:00+00:00,104.38155999859123,105.60715273651671,103.18155999859123,104.40715273651671,1115.3667863849153
2024-02-07 00:00:00+00:00,105.17104241212876,106.37104241212876,103.81795960173969,105.01795960173969,1126.8708095811626
2024-02-08 00:00:00+00:00,106.06574418596243,107.26574418596243,104.67472945715296,105.87472945715297,1134.7919672031487
2024-02-09 00:00:00+00:00,106.76455621335613,107.96455621335613,105.51122762688414,106.71122762688414,1138.8543345374605
2024-02-10 00:00:00+00:00,107.201734448678,108.53512206100845,106.001734448678,107.33512206100845,1138.9358246623383
2024-02-11 00:00:00+00:00,107.59993376233476,108.99740161783953,106.39993376233475,107.79740161783953,1135.0730556679773
2024-02-12 00:00:00+00:00,108.25711420956165,109.53711127255933,107.05711420956165,108.33711127255933,1127.459890808828
2024-02-13 00:00:00+00:00,109.26340795616132,110.46340795616132,107.95238529585718,109.15238529585719,1116.4397097874114
2024-02-14 00:00:00+00:00,110.40844533566705,111.60844533566706,109.00847667393751,110.20847667393751,1102.4917192891762
2024-02-15 00:00:00+00:00,111.3645438331441,112.5645438331441,110.05947943538055,111.25947943538056,1086.2118485241756
2024-02-16 00:00:00+00:00,111.97754518550828,113.26398077448523,110.77754518550827,112.06398077448523,1068.2889914100247
2024-02-17 00:00:00+00:00,112.39811885984022,113.79658595367042,111.19811885984022,112.59658595367041,1049.4775425453358
2024-02-18 00:00:00+00:00,112.93302457060992,114.26105343850377,111.73302457060991,113.06105343850376,1030.567321877702
2024-02-19 00:00:00+00:00,113.7532904591474,114.9532904591474,112.49317195039866,113.69317195039866,1012.3520870748072
2024-02-20 00:00:00+00:00,114.72780599416971,115.92780599416972,113.33481278847128,114.53481278847129,995.597888911063
2024-02-21 00:00:00+00:00,115.5355102282874,116.7355102282874,114.18707938892463,115.38707938892463,981.0125312406458
2024-02-22 00:00:00+00:00,115.95320024817212,117.18579840433127,114.75320024817212,115.98579840433126,969.2173530914347
2024-02-23 00:00:00+00:00,116.054500280532,117.43815683777443,114.854500280532,116.23815683777443,960.7224578387194
2024-02-24 00:00:00+00:00,116.13718735940694,117.50304932597957,114.93718735940693,116.30304932597957,955.9063769933508
2024-02-25 00:00:00+00:00,116.44579155391035,117.64579155391036,115.24136620265796,116.44136620265796,955.0009793449296
2024-02-26 00:00:00+00:00,116.94458468038495,118.14458468038495,115.57394065884043,116.77394065884043,958.0822270848682
2024-02-27 00:00:00+00:00,117.34971527796887,118.54971527796887,115.96974191257503,117.16974191257503,965.0671474335325
2024-02-28 00:00:00+00:00,117.39095963269111,118.59095963269111,116.16712360560135,117.36712360560135,975.7171405031291
2024-02-29 00:00:00+00:00,117.06242028861665,118.41663633321183,115.86242028861665,117.21663633321182,989.6474915222877
2024-03-01 00:00:00+00:00,116.63163502695875,118.02211762304178,115.43163502695874,116.82211762304178,1006.3427081999565
2024-03-02 00:00:00+00:00,116.39864644508977,117.65026677227742,115.19864644508976,116.45026677227742,1025.177071776317
2024-03-03 00:00:00+00:00,116.42643971847657,117.62643971847658,115.09173828601185,116.29173828601185,1045.439582455169
2024-03-04 00:00:00+00:00,116.49045456196897,117.69045456196898,115.09327524565246,116.29327524565247,1066.3623047221135
2024-03-05 00:00:00+00:00,116.29343868426723,117.49343868426723,115.01506723818132,116.21506723818132,1087.1509825101539
2024-03-06 00:00:00+00:00,115.74793645020479,117.06042722045242,114.54793645020479,115.86042722045242,1107.016703682664
2024-03-07 00:00:00+00:00,115.06650661735962,116.4664361085529,113.86650661735962,115.2664361085529,1125.2073514707222
2024-03-08 00:00:00+00:00,114.57652348307084,115.88007744302875,113.37652348307084,114.68007744302875,1141.037588995245
2024-03-09 00:00:00+00:00,114.42962405998173,115.62962405998174,113.14159545548252,114.34159545548252,1153.9161814856495
2024-03-10 00:00:00+00:00,114.4727216383369,115.67272163833691,113.07404356239245,114.27404356239245,1163.3695669444105
2024-03-11 00:00:00+00:00,114.39896281774337,115.59896281774337,113.07229897712611,114.27229897712611,1169.060735569487
2024-03-12 00:00:00+00:00,114.03963080007856,115.30143534571177,112.83963080007855,114.10143534571176,1170.8026652716362
2024-03-13 00:00:00+00:00,113.52842107438845,114.92187119204323,112.32842107438844,113.72187119204322,1168.5657776549278
2024-03-14 00:00:00+00:00,113.1868686014898,114.53410714513527,111.9868686014898,113.33410714513526,1162.4791172140503
2024-03-15 00:00:00+00:00,113.23609417522877,114.43609417522877,112.00175070686261,113.20175070686261,1152.8252067375315
2024-03-16 00:00:00+00:00,113.59973899373172,114.79973899373172,112.21538873978676,113.41538873978676,1140.0287840157116
2024-03-17 00:00:00+00:00,113.97914151931364,115.17914151931365,112.61427525309213,113.81427525309213,1124.6398688853799
2024-03-18 00:00:00+00:00,114.13153805286301,115.33773305920926,112.931538052863,114.13773305920925,1107.3118356745701
2024-03-19 00:00:00+00:00,114.09543709771518,115.46699771636418,112.89543709771517,114.26699771636417,1088.7753652299443
2024-03-20 00:00:00+00:00,114.15591497782873,115.53510916718693,112.95591497782873,114.33510916718693,1069.8093149772317
2024-03-21 00:00:00+00:00,114.58172549419993,115.80380294296774,113.38172549419993,114.60380294296773,1051.2096683334935
2024-03-22 00:00:00+00:00,115.37593993472476,116.57593993472476,114.02060273832042,115.22060273832042,1033.7578013601533
2024-03-23 00:00:00+00:00,116.26942408957584,117.46942408957584,114.87948854999932,116.07948854999933,1018.1893317652052
2024-03-24 00:00:00+00:00,116.9632248408033,118.16322484080331,115.71331681720864,116.91331681720864,1005.1647921465701
2024-03-25 00:00:00+00:00,117.39712018436224,118.7331248834797,116.19712018436223,117.5331248834797,995.2432966418495
2024-03-26 00:00:00+00:00,117.79755750991002,119.19443283858884,116.59755750991002,117.99443283858884,988.8602508120443
2024-03-27 00:00:00+00:00,118.46105727084945,119.7377969598394,117.26105727084945,118.5377969598394,986.3099933958404
2024-03-28 00:00:00+00:00,119.4723908822175,120.6723908822175,118.15844081536443,119.35844081536443,987.7340619529367
2024-03-29 00:00:00+00:00,120.61682627567232,121.81682627567233,119.2169516189333,120.4169516189333,993.1155502081876
2024-03-30 00:00:00+00:00,121.56732212963156,122.76732212963157,120.26528672064323,121.46528672064323,1002.2797820514419
2024-03-31 00:00:00+00:00,122.17477367201153,123.46438839523736,120.97477367201152,122.26438839523736,1014.9012753228324
2024-04-01 00:00:00+00:00,122.59467198972735,123.99354548191299,121.39467198972734,122.79354548191299,1030.5167177593717
2024-04-02 00:00:00+00:00,123.13393929276673,124.4592281823488,121.93393929276672,123.25922818234879,1048.5434377928104
2024-04-03 00:00:00+00:00,123.95896703572772,125.15896703572773,122.69548129542378,123.89548129542378,1068.302633826338
2024-04-04 00:00:00+00:00,124.93348453396614,126.13348453396614,123.53959266063214,124.73959266063214,1089.0464359121634
2024-04-05 00:00:00+00:00,125.7355073759403,126.9355073759403,124.38947266374133,125.58947266374133,1109.9877209662952
2024-04-06 00:00:00+00:00,126.14601367946547,127.38209976932369,124.94601367946547,126.18209976932368,1130.3314928819896
2024-04-07 00:00:00+00:00,126.24409041454948,127.62911992186876,125.04409041454947,126.42911992186876,1149.3065765157696
2024-04-08 00:00:00+00:00,126.32925991482678,127.69311756388507,125.12925991482678,126.49311756388506,1166.1963620068136
2024-04-09 00:00:00+00:00,126.64250030356955,127.84250030356955,125.43453612749092,126.63453612749092,1180.3673737507106
2024-04-10 00:00:00+00:00,127.14252571502655,128.34252571502654,125.77006194056901,126.97006194056901,1191.2945250727628
2024-04-11 00:00:00+00:00,127.54305736473079,128.7430573647308,126.16465639077315,127.36465639077315,1198.5820517766977
2024-04-12 00:00:00+00:00,127.5768326144716,128.7768326144716,126.35651547373227,127.55651547373228,1201.979290014267
2024-04-13 00:00:00+00:00,127.24360690081939,128.6000530787968,126.04360690081938,127.40005307879682,1201.3906694618615
2024-04-14 00:00:00+00:00,126.81409020776785,128.20346380991808,125.61409020776784,127.00346380991809,1196.879523407724
2024-04-15 00:00:00+00:00,126.5861232900443,127.83431509989154,125.3861232900443,126.63431509989154,1188.6655638536056
2024-04-16 00:00:00+00:00,126.61716089629658,127.81716089629658,125.27986358611518,126.47986358611519,1177.1161222905982
2024-04-17 00:00:00+00:00,126.67888699111828,127.87888699111828,125.28233107471003,126.48233107471003,1162.7315053517661
2024-04-18 00:00:00+00:00,126.47553697616458,127.67553697616458,125.20043505661117,126.40043505661117,1146.125049165494
2024-04-19 00:00:00+00:00,125.9250311361101,127.2404315718987,124.7250311361101,126.0404315718987,1127.9986675795437
2024-04-20 00:00:00+00:00,125.24425889967584,126.64406306233877,124.04425889967584,125.44406306233877,1109.1148690709597
2024-04-21 00:00:00+00:00,124.7599038806893,126.06041274451837,123.55990388068929,124.86041274451837,1090.2663579393243
2024-04-22 00:00:00+00:00,124.6185278188645,125.8185278188645,123.32733399797563,124.52733399797563,1072.2444316878568
2024-04-23 00:00:00+00:00,124.66224830377269,125.86224830377269,123.26319497652925,124.46319497652925,1055.8074344890438
2024-04-24 00:00:00+00:00,124.58409919715174,125.78409919715175,123.2601950746399,124.4601950746399,1041.6505243955755
2024-04-25 00:00:00+00:00,124.22002820551525,125.48519016655925,123.02002820551525,124.28519016655925,1030.377959582483
2024-04-26 00:00:00+00:00,123.7088712445006,125.10318968262636,122.5088712445006,123.90318968262636,1022.4790084805461
2024-04-27 00:00:00+00:00,123.37303757765692,124.71785701699702,122.17303757765691,123.51785701699701,1018.3084441879352
2024-04-28 00:00:00+00:00,123.42943354686516,124.62943354686516,122.19160766275937,123.39160766275937,1018.0724007863372
2024-04-29 00:00:00+00:00,123.79625063376572,124.99625063376573,122.41055636961791,123.61055636961791,1021.8201554256136
2024-04-30 00:00:00+00:00,124.17312948285151,125.37312948285151,122.8102932887462,124.0102932887462,1029.4421637993375
2024-05-01 00:00:00+00:00,124.32089661152817,125.5306293333682,123.12089661152817,124.3306293333682,1040.6744273306044
2024-05-02 00:00:00+00:00,124.28361207197551,125.65696549018591,123.08361207197551,124.45696549018591,1055.1090179621974
2024-05-03 00:00:00+00:00,124.34873461124582,125.7263283925842,123.14873461124581,124.52632839258419,1072.2103409609376
2024-05-04 00:00:00+00:00,124.78201457067985,126.00056981159938,123.58201457067985,124.80056981159937,1091.3364873895277
2024-05-05 00:00:00+00:00,125.58086945322383,126.78086945322383,124.22332655079498,125.42332655079498,1111.7648249902227
2024-05-06 00:00:00+00:00,126.47303427763508,127.67303427763508,125.08423744980462,126.28423744980462,1132.7208072525475
2024-05-07 00:00:00+00:00,127.16180344815827,128.36180344815827,125.91533162775234,127.11533162775234,1153.408852138447
2024-05-08 00:00:00+00:00,127.5924933379172,128.93107250230122,126.3924933379172,127.73107250230123,1173.044059427539
2024-05-09 00:00:00+00:00,127.99527002223422,129.3914911267641,126.79527002223422,128.1914911267641,1190.883502212004
2024-05-10 00:00:00+00:00,128.66511828591894,129.93857655200986,127.46511828591893,128.73857655200987,1206.2558450479603
2024-05-11 00:00:00+00:00,129.68141887550127,130.88141887550125,128.36457711207942,129.5645771120794,1218.588107981089
2024-05-12 00:00:00+00:00,130.82514112105557,132.02514112105555,129.4254231065676,130.62542310656758,1227.4285094492698
2024-05-13 00:00:00+00:00,131.76998382040756,132.96998382040755,130.4710093763269,131.67100937632688,1232.4644773877837
2024-05-14 00:00:00+00:00,132.37193885887052,133.66470463264088,131.17193885887053,132.4647046326409,1233.5351104911558
2024-05-15 00:00:00+00:00,132.79126672963335,134.19048429666157,131.59126672963336,132.99048429666158,1230.6375928404502
2024-05-16 00:00:00+00:00,133.33495261487144,134.65746226277065,132.13495261487145,133.45746226277066,1223.9273061650724
2024-05-17 00:00:00+00:00,134.16469601318605,135.36469601318603,132.8978629366599,134.09786293665988,1213.711635263553
2024-05-18 00:00:00+00:00,135.13910594421202,136.339105944212,133.74437616560212,134.9443761656021,1200.4377135416391
2024-05-19 00:00:00+00:00,135.93537292519932,137.1353729251993,134.59178010491723,135.79178010491722,1184.6745972144192
2024-05-20 00:00:00+00:00,136.3387226183742,137.57828533317505,135.1387226183742,136.37828533317506,1167.0905788307869
2024-05-21 00:00:00+00:00,136.43367825843407,137.82002273078277,135.23367825843408,136.62002273078278,1148.426544558436
2024-05-22 00:00:00+00:00,136.52141238416354,137.88321436555424,135.32141238416355,136.68321436555425,1129.466437390357
2024-05-23 00:00:00+00:00,136.8392749151338,138.0392749151338,135.627774410064,136.827774410064,1111.0060038115803
2024-05-24 00:00:00+00:00,137.3404350071999,138.54043500719987,135.96620552699343,137.16620552699342,1093.8210698979426
